NewsID	Content
49702	"Hi!  I am in immediate need for details of various graphics compression
techniques.  So if you know where I could obtain descriptions of algo-
rithms or public-domain source codes for such formats as JPEG, GIF, and
fractals, I would be immensely grateful if you could share the info with
me.  This is for a project I am contemplating of doing.

Thanks in advance.  Please reply via e-mail if possible."
55462	"

  When the bugs are splatting on the side of my helmet instead
  of the faceshield.  When semis are on their side in the downwind
  ditch.  When I can't see the road for all the tumbleweeds rolling
  past.  When the airborne sand/gravel is sandblasting my paint job.
  When all of the above is happening at once in the middle of Wonderful
  Wyldoming.

  Well, it *WAS* gusting to 87 mph.

  Cheers,
  VLJ"
73317	"Anyone catch the TV show Law & Order last night (at least here in
NYC)?  They ""the law enforcement people"", needed to catch a member of
DoD (Department of Doom) for inflicting a computer virus in a
hospital's mainframe which ended up killing two people because wrong
amounts of medication were given to them.

Anyhow, is ""Department of Doom"" on the list?"
63288	": I was posting to Alt.locksmithing about the best methods for securing 
: a motorcycle.  I got several responses referring to the Cobra Lock
: (described below).  Has anyone come across a store carrying this lock
: in the Chicago area?
: 
: Any other feedback from someone who has used this?

What about the new Yamaha ""Cyclelok"" ?
From the photo in Motorcyclist, it looks the same hardened steel as a 
Kryptonite U lock, except it folds in five places.
It seems to extend out far enough to lock the rear tire to the tube of
a parking sign or similar.

Anyone had any experience with them, how easy is it to attack the lock
at the jointed sections ?"
61488	
22892	"
One consideration to remember is that if you don't turn it off now,
you may not be able to later.  This isn't a case of reaching over and
flipping a switch; much of the spacecraft has to be working correctly
to execute a ""turn off"" command successfully.  Spacecraft do malfunction
in their old age.  The big concern is not radio clutter from idle
spacecraft, but radio clutter from malfunctioning spacecraft that can
no longer be turned off."
19927	"

Dave,

	What i recall from air craft maintence.  Torqque  and safety
wires or cotters  were more important, then if some bolt
face were nicked up.  If it was in bad shape you replaced it
with another $30,  aircraft grade bolt.  I can see adjustable spanners
eating up profit,  but lives?"
87362	"I've heard it said that the accounts we have of Christs life and
ministry in the Gospels were actually written many years after the event.
(About 40 years or so). Is this correct?? If so, why the big time delay??
I know all scripture is inspired of God, so the time of writing is I suppose
un-important, but I still can't help be curious!

---------------------------------------------------
Ivan Thomas Barr 

Contact me at u9126619@athmail1.causeway.qub.ac.uk

[The Gospels aren't dated, so we can only guess.  Luke's prolog is
about the only thing we have from the author describing his process.
The prolog sounds like Luke is from the next generation, and had to do
some investigating.  There are traditions passed down verbally that
say a few things about the composition of the Gospels.  There are
debates about how reliable these traditions are.  They certainly don't
have the status of Scripture, yet scholars tend to take some of them
seriously.  One suggests that Mark was based on Peter's sermons, and
was written to preserve them when Peter had died or way about to die.
One tradition about Matthew suggests that a collection of Jesus words
may have been made earlier than the current Gospels.  

In the ancient world, it was much more common to rely on verbal
transmission of information.  I think many people would have preferred
to hear about Jesus directly from someone who had known him, and maybe
even from someone who studied directly under such a person, rather
than from a book.  Thus I suspect that the Gospels are largely from a
period when these people were beginning to die.  Scholars generally do
think there was some written material earlier, which was probably used
as sources for the existing Gospels.

Establishing the dates is a complex and technical business.  I have to
confess that I'm not sure how much reliance I'd put on the methods
used.  But it's common to think that Mark was written first, around 64
AD., and that all of the Gospels were written by the end of the
Century.  A few people vary this by a decade or so one way or the
other."
82581	"My CorelDRAW 3.0.whatever write SCODL files directly. Look under File|Export
on the main menu. "
68721	"rja@mahogany126.cray.com (Russ Anderson) writes...




	The fact is that Koresh and his followers involved themselves
	in a gun battle to control the Mt Carmel complex. That is not
	in dispute. From what I remember of the trial, the authories
	couldn't reasonably establish who fired first, the big reason
	behind the aquittal.

                  _____  _____
                  \\\\\\/ ___/___________________
  Mitchell S Todd  \\\\/ /                 _____/__________________________
________________    \\/ / mst4298@zeus._____/.'.'.'.'.'.'.'.'.'.'.'.'_'_'_/
\_____        \__    / / tamu.edu  _____/.'.'.'.'.'.'.'.'.'.'.'.'.'_'_/
    \__________\__  / /        _____/_'_'_'_'_'_'_'_'_'_'_'_'_'_'_/
                \_ / /__________/
                 \/____/\\\\\\
 			 \\\\\\"
32115	"Brian Yamauchi asks: [Regarding orbital billboards...]
  
    Well, I had been collecting data for next edition of the
Commercial Space News/Space Technology Investor... To summarize:
  
SPACE ADVERTISING
    First, advertising on space vehicles is not new -- it is very
common practice to put the cooperating organization's logos on the
space launch vehicle.  For example, the latest GPS launcher had the
(very prominent) logos on its side of
   - McDonnell Douglas (the Delta launcher)
   - Rockwell International (who built the GPS satellite)
   - USAF (who paid for the satellite and launch), and
   - the GPS/Navstar program office
   This has not been considered ""paid advertising"" but rather
""public relations"", since the restrictions have been such that only
organizations involved in the launch could put their logos on the
side, and there was no money exchanged for this.  [However, putting
a 10' high logo on the side of the launch vehicle facing the cameras
is ""advertising"" as much as it is ""public relations"", in my
opinion.]  [And by the way, I note that the DC-X test vehicle has
rather prominent McDonnell-Douglas and SDIO logos on the side...]
   There have been several studies looking at the revenue potentials
for use of space vehicles for advertising, or placing large
advertising signs in orbit.  On the shuttle, for example, I know of
several serious studies in the early and mid 1980's which looked at
putting logos on the external tank, or on the sides of the payload
bay.  These ventures would be different than ""public relations"", in
that the logos or displays would not be restricted to the firms
participating on that flight, and would involve payment of sums for
the right to fly the logos in a prominent organization.  (For
example, painting the ET to look like a Pepsi can, or putting a
Disneyworld logo on the inside of the payload bay where the cameras
would scan past it.)
  
ADVERTS ON LAUNCH VEHICLES
   The first paid advertising was done on a Soviet launcher in about
1990, when several non-involved foreign organizations were allowed
to pay to put their logos on a Proton launch.  (An Italian shoe
company was one of the first advertisers, I remember.)  Similarly,
Soviet cosmonauts on Mir made a paid advertisement for the last
Olympic games, and have gleefully shown banners and other items from
participating firms and organizations.  Mars candy bars, for
example, got a plug from orbit as a sponsor of the launch of the
British visiting cosmonaut to Mir.
   Now US firms are starting to put paid advertisements on launch
vehicles.  The upcoming Conestoga launch (in June) putting the COMET
recoverable payload capsule into orbit will have paid advertisements
on the side, for Arnold Schwarzenegger's upcoming movie ""The Last
Action Hero"".  Besides the usual logos of the participating
organizations, Columbia pictures has paid $500,000 to put ads on the
main fuselage of the mission's Conestoga rocket, its booster
rockets, and on the COMET payload, which will orbit the Earth for
one month.  A concept for this advertising display was published in
Space News magazine a couple of months ago.
   (As a side note: Robert Lorsch, an advertising executive, is
talking about suing NASA.  He charges NASA with appropriating an idea he
created with the space agency in 1981 to form corporate advertising
sponsorships on NASA spacecraft as a way to get funding for the
space program.  Lorsch contends that in selling advertising space on
the upcoming COMET, NASA violated an agreement that it ""would not use
his idea without him being the exclusive representative for NASA and
receiving compensation.""   This is being disputed, since the launch
is a ""commercial launch"" and NASA is receiving none of the
advertising revenues, but the funding for the COMET program is
coming from NASA.)
  
ORBITAL ""BILLBOARDS""
   Orbital ""billboards"" have been the staple of science fiction for
some time.  Arthur C. Clarke wrote about one example, and Robert
Heinlein described another in ""The Man Who Sold the Moon"".  Several
different potential projects have been developed, although none have
been implemented, but the most real prior to 1993 being the ""Eiffel
II"" project, which would have placed a large inflatable sculpture in
orbit to celebrate the French Republic's Bi-centennial.
                                                (cont)"
64327	"Hello,
     I am looking to add voice input capability to a user interface I am
developing on an HP730 (UNIX) workstation.  I would greatly appreciate 
information anyone would care to offer about voice input systems that are 
easily accessible from the UNIX environment. 

     The names or adresses of applicable vendors, as well as any 
experiences you have had with specific systems, would be very helpful.

     Please respond via email; I will post a summary if there is 
sufficient interest.


Thanks,
Ken


P.S.  I have found several impressive systems for IBM PC's, but I would 
like to avoid the hassle of purchasing and maintaining a separate PC if 
at all possible.

-------------------------------------------------------------------------------
Ken Hinckley (kph2q@virginia.edu)
University of Virginia 
Neurosurgical Visualization Laboratory"
96474	"I wanted to let people know that this motorcycle has been sold.

Thanks for your inquiries."
49656	"I am not sure that I am supposed to post this mail here. However
during the last year, while I was involved in developing graphical user
interface (GUI) applications, I have enjoyed being personally part of this
news group wherin I got some interesting information which helped me in my
work. I am posting my resuming hoping that people working in my area would
make time to look at it.
________________________________________________________________________________
_
						304A WestGate Hall,
						ISU, Ames, IA 50011.
						(515) 294 1525
						April 29, 1992.

Dear Prospective Employer:

I am seeking employment as a software engineer with interests in software
design and development, in which I can utilize my experience in hardware, 
C & C++ programming, graphical user interface (GUI), operating systems and
computer networking.

I received my Bachelors of Engineering (BE) degree in Electronics
Engineering in 1990 and a M.S. degree in Electrical Engineering in Dec 1992 
from Iowa State University. Currently I am enrolled in a M.S. in Computer
Engineering at Iowa State University.

During my Masters program, as a research assistant since Jan 1991, I have
published three papers including one in the IEEE Transactions on Magnetics.
These papers are a reflection of the quality of my research and my ability
to learn new concepts quickly.

I have been involved in many projects involving software developments and
have extensive experience programming in C, C++, Fortran and Assembly Level. 
I am also familiar with operating systems like Unix, Ultrix and MS-DOS.
I am familiar with Motif/X programming and currently, as a research assistant,
am involved in graphical user interface (GUI) design using the multiplatform 
GUI toolkit XVT++. My experiences also include areas such as operating systems
and computer networks, through course work and projects. I was involved in the
study of the design and development of the internals of the XINU operating
system. I have also been involved in many TCP/IP programming projects in
computer networking.

While in college I learnt the importance of clear and concise communication.
I have also learned a lot about time management. In my M.S. program I
have maintained a 3.70 grade average, worked 20 hours per week and
have enjoyed being involved in many other extra curricular activities.

My software experiences along with my hardware background (Electronics
Engineering) would be very helpful in my career goals as a software engineer.
I request that my qualifications may kindly be reviewed. I would like to
have an interview to discuss your employment needs and my career goals. 
I am eager to hear from you soon.


Sincerely

S.N. Rajesh (rajsnr@iastate.edu)

...........................................................................
				RESUME
...........................................................................

			     S. N. RAJESH
		          __________________

    Work		                             Residence
305 Coover ISU,					304A WestGate hall, ISU
Ames, IA 50011    				Ames, IA 50011
               					(515) 294-1525

        	      E-mail: rajsnr@iastate.edu

OBJECTIVE	To obtain a challenging position as a Software Engineer 
		involving software design and development, in which I can
		utilize my experience in hardware, C & C++ programming, 
		graphical user interface (GUI), operating systems and 
		computer networking.

EDUCATION	Currently enrolled in a M.S. in Computer Engineering, Iowa state
		University, Ames, Iowa 50011.	

		M.S. in Electrical Engineering, Iowa State University, Ames, 
		Iowa 50011 (Dec 1992)   	GPA	Major: 3.8/4.0
							Overall: 3.7/4.0.	
		Thesis: Probability of Detection (POD) Models for Eddy Current
		Nondestructive Evaluation (NDE) Methods. 
		(Project Funded by Federal Aviation Administration (FAA))

		B.E. in Electronics Engineering, Bangalore University,
 		Bangalore, India (Jan 1990).

PUBLICATIONS	S. N. Rajesh, L. Udpa and S. S. Udpa, ""Numerical Model Based
		Approach for Estimating Probability of Detection in NDE 
		applications"", IEEE Transactions on Magnetics, Vol. 29,
		No. 2, March 1993. 

		S. N. Rajesh, L. Udpa and S. S. Udpa, ""Estimation of 
                Eddy Current Probability  of Detection using 3D Finite Element
		Model"", presented at the 19th Annual review of Progress in
		Quantitative Nondestructive Evaluation Conferance, San Diego,
		California (Jul 1992)

		S. N. Rajesh, L. Udpa, S. S. Udpa and N. Nakagawa, ""Probability
                of Detection Models for Eddy Current NDE Methods"", Presented at
                the 18th Annual Review of Progress in Quantitative
                Nondestructive Evaluation Conferance, Brunswick, ME (Jul 1991)

RELEVANT * Implemention of Operating Systems * Electronic Devices and Circuits
COURSE     * Computer Network Architecture     * Pulse and Digital Circuits
WORK       * Advanced Computer Communications  * Artificial Neural Networks
           * Introduction to Supercomputing    * Pattern Recognition
           * Microprocessors and Computer      * Digital Image Processing
	     Organization                      * Digital Signal Processing
           * Computer Technology and           * Integrated Circuits and Design
	     Programming

PROJECTS	* Implementation of the fork system call on the Xinu operating
		  system. Also involved in the implementation of a CPU
		  scheduling algorithm taking into consideration the aging
		  of processes. This project involved the study of the design
		  and development of the internals of the Xinu operating system.
		* Design and development of an interrupt driven keyboard driver.
		  This project involved a thorough understanding of device 
		  drivers.
		* Design and development of a Unix like tree structured 
		  directory which allows the creation of subdirectories and
		  organization of files accordingly. This project included the
		  implementation of routines such as mkdir, rmdir, cd, ls and
		  rm to support the directory structure.
		* Analysis of methods of congestion control in computer
                  networks.
                * Implementation of the Bellman-Ford routing algorithm for a
                  distributed network. The communication between network nodes
                  was based on UDP. This project involved programming in C++.
		* Simulation of the various digital logic functional units 
		  starting from the basic gates to registers, counters, adders,
		  multipliers, arithmetic logic unit (ALU) and so on. The
		  project involved extensive C programming in an Unix
		  environment.

WORK		Research Assistant, Center for NDE, Iowa State University, Ames,
EXPERIENCE	IA 50011 (Aug 1992-Present)
                * Work involves development of applications using graphical
                  user interface (GUI) toolkits. Familiar with programming in
                  a Motif/X environment. More recent work involves development
                  of multiplatform GUI applications, in C++, using the portable
		  GUI toolkit XVT++.
                  (This project is supported by NIST (National Institute of
                   Standards and Technology)).

		Research Assistant, Center for NDE, Iowa State University, Ames,
		IA 50011 (Jan 1991-Aug 1992)
		* Work involved developing software for modeling electromagnetic
		  NDE techniques such as the eddy current method. It also
		  involved optimization of the code on the parallel computer
		  Cray YMP.
		  (This project was supported by FAA and involved working in
		   close contact with the aircraft industry (Boeing)).

		Trainee Engineer, Indian Telephone Industries, Bangalore India.
		* Work involved design and development of a microprocessor
		  (8085) based programmable telephone dialler used in cordless 
		  telephones. Involved programming of a 8085 microprocessor 
		  to control the pulsing actions of the relays in a telephone 
		  circuit (Jan-Nov 1989).

COMPUTER	Languages: C, C++, Fortran, Assembly Level.
SKILLS		Software: Motif/X, XVT, Computer Graphics (Hoops), TCP/IP 
			  programming, Image Processing Utilities, SDRC-Ideas, 		  		  Autocad.
		Operating Systems: Unix, Stellix, Ultrix, MS-DOS.
		Systems: DEC Series, HP and Sun Workstations, Macintosh, 
			 Stellar.
		Parallel Systems: Cray YMP, IBM 3090J, MasPar, N-Cube.

HONOURS AND 	* Iowa State University Graduate College Scholarship 
ACTIVITIES     	  (Jan 1991-Present)
		* Ranked 42 out of over 20,000 students in Bachelors of
		  Engineering Entrance Examination ensuring full
		  scholarship, from the state, to pursue my Bachelors's degree.
		* Current member of IEEE"
80122	"THE WHITE HOUSE

                    Office of the Press Secretary
______________________________________________________________
For Immediate Release                             April 20, 1993     

	     
                       REMARKS BY THE PRESIDENT
                IN PHOTO OPPORTUNITY WITH VACLAV HAVEL
	     
	     
                           The Oval Office 
	     

5:00 P.M. EDT


	     Q	  Mr. President, President Havel is here for the 
Holocaust Museum opening, and you toured the museum last night.  All 
this focus on the Holocaust, how does that weigh on your decision-
making process as far as Bosnia is concerned?
	     
	     THE PRESIDENT:  Well, I think the Holocaust is the most 
extreme example the world has ever known of ethnic cleansing.  And I 
think that even in its more limited manifestations, it's an idea that 
should be opposed.  You couldn't help thinking about that.  That's 
not to compare the two examples.  They're not identical; everyone 
knows that.  But I think that the United States should always seek an 
opportunity to stand up against -- at least to speak out against 
inhumanity.
	     
	     Q	  Sir, how close are you to a decision on more 
sanctions on Bosnia?
	     
	     THE PRESIDENT:  Well, of course, we've got the U.N. 
vote.  Ambassador Albright was instrumental in the U.N. vote to 
strengthen the sanctions and they are quite tough.  And we now are 
putting our heads at the business of implementing them and looking at 
what other options we ought to consider.  And I don't have anything 
else to say, except to tell you that I spent quite a bit of time on 
it and will continue to over the next several days.
	     
	     Q	  Following your meeting today, sir, are you any 
closer to some sort of U.S. military presence there?
	     
	     THE PRESIDENT:  I have not made any decisions.
	     
                                 * * *                               
	     
	     
	     Q	  President Clinton, why have you decided to meet 
with Mr. Havel?
	     
	     THE PRESIDENT:  Well, I'm just honored that he would 
come and see me.  I'm glad he's here in the United States for the 
dedication of the Holocaust Museum.  He is a figure widely admired in 
our country and around the world, and a very important person in 
Europe, and a very important person to the United States.  So I'm 
hoping that we'll have a chance to talk about the new Czech republic 
and what kinds of things we can do together to support the causes we 
believe in."
26001	"
How about the name and number of the pin place.  I would think that 115
or so people calling to bitch about why orders placed after ours are getting
done first might speed things along.

Dean"
96491	"I'm looking for a database called ""Micro World Data Bank II"", a database
with digital map information containing 178,068 latitude, longitude points.
It is said to be in the public domain. If anyone knows a place where I can
get it (preferably FTP/gopher/mailserver etc.; otherwise snail mail) please
let me know. I you have it yourself and are willing to send me the file,
drop me a line.

I'll be using it with a program called VERSAMAP by Charles H. Culberson.
If anyone knows of another detailed database that can be used with this
program (preferably PD), I would be very interested.

Replies by e-mail please, directly to me, I don't read this group regularly.
If there's interest I'll post a summary, of course."
88457	"
	How about some citations or is this just impressionistic speculation
	on your part?

 For 30 years I've been laboring under the delusion that chain drives
	were more efficient that shaft drives.  Chain drives are also stronger.
	(Ever seen a successful shaftie dragster?  No.)

	No flames, please!  I've got both kinds of drives."
50917	"
Good heavens, you mean my good friend Wes Collins, who took his wife and two 
small children into the jungles of Guatemala, despite dangers from primitive 
conditions and armed guerillas, so that the indigenous people groups their 
could have the Bible in their native languages--the young man who led Bible 
studies in our church, who daily demonstrated and declared his deep abiding 
faith in the Lord of Love--you mean he really was a sneaky imperialistic *SPY* 
whose _real_ reason for going was to exploit and oppress the ignorant and 
unsuspecting masses?  Imagine my surprise!  I never would have thought it of 
him.

How was this terrible deceit discovered?  What exactly was the ""cultural 
interference"" they were caught committing?  Attempting to persuade the locals 
that their ancestral gods were false gods, and their sacrifices (including 
human sacrifices in some cases) were vain?  Destroying traditional lifestyles 
by introducing steel tools, medical vaccines, and durable clothes?  Oh and by 
the way, who did the denouncing?

I am terribly shocked to hear that my friend Wes, who seemed so nice, was 
really such a deceitful tool of the devil.  Please provide me with specific 
documentation on this charge.  There is some risk that I may not believe it 
otherwise."
79300	"

Denmark, eh?  Should have taken a short sword and cleaved his car
in half.  Since I assume you didn't have a short sword on you,
I certainly have no problems with your choice of substitute action."
34298	"Two follow up's to Mark's last posting:

	1.  As far as current investigations, the Church recently declared the
	    crying statue and corresponding messages from Mary at Akita,
	    Japan as approved (I found this out about a month ago.)

	2.  Again in the proof department, start with the appearances of Mary
	    at Fatima.  Among other things, there were pictures taken of the
	    ""miracle of the sun"" that appeared in some major American newspaper
	    (The New York Times, I believe) as well as most of the major
	    European newspapers.  

	    I could talk (or post) for hours on this topic, but... 
		(I have a thesis to write).
						God Bless,
							- Mike Walker"
74933	"

I include the key verse (D&C 68:25) because others
may not have the reference.

""And again, inasmuch as parents have children in Zion,
or in any of her stakes which are organized, that teach
them not to understand the doctrine of repentance,
faith in Christ the Son of the living God, and of
baptism and the gift of the Holy Ghost by the laying
on of the hands, when eight years old, the sin be
upon the heads of the parents.""

What is ""the sin"" of the parents?



Ezekiel 18 teaches a correct principle.
However, it assumes that fathers and sons have 
equal knowledge to prepare for the judgment.

Parents are responsible to teach their children
the Gospel and other life skills.  Should they
fail to make a sufficient attempt to teach their 
children, the parent would be held responsible
-- not for their children's sins, but for not
teaching them properly.

Whenever the Lord installs someone to a position 
of authority in either the family or the church He
expects that person to teach those in his charge.

In Ezekiel 33:7-9 someone called to care for others 
is likened to ""a watchman unto the house of Israel.""
""If thou dost not speak to warn the wicked from 
his way, that man shall die in his iniquity; but
his blood will I require at thine hand.
Nevertheless, if thou warn the wicked of his way to 
turn from it; if he do not turn from his way, he
shall die in his iniquity; but thou hast
delivered thy soul.""

Even though the D&C prefaces this commandment with
""parents have children in Zion"" I believe all
parents are responsible for teaching their children 
whatever good principles they understand.
However, LDS parents accept greater responsbility
and could be judged more strictly."
18829	"
Interesting question, esp since I remember *wishing* with all
my heart that this *were* true so that I wouldn't have to be a 
""good Christian"" anymore.  ""Christianity"" was terribly hard, the
only reward was Heaven and (maybe, sometimes, if I was really
good) acceptance; I wanted a way out.


What Jesus has done for me since I found Him (some 6 months ago) 
I do not want to lose.  Period.  

That said, I originally interpreted the What-If as ""if Christ
never mentioned Sheol and weeping and gnashing of teeth, if
Christ preached that those who did not follow him died and stayed
dead and at that point forever ceased to exist....""


I believe that we can only be complete through Christ. 
Do you think that Buddhists can also be complete?

-jen

-- "
55602	"
Of course if this question was asked in a group dealing with economics,
the answer would be that the cause of war was economic. My observations
over the past 30 years (and not withstanding a little history reading
beside) is that while religious differences do play a part in many of
the conflicts, so does (unfortunately) race, economics and any other
items that identify one group of men as being different from another.

If we want to couch the cause of conflict in Christian terms, I would
put it while Christ died for our sins, we are yet sinners. While some
individuals assume ""Christlike"" natures, most of us do not even
come close.

I realize that in many ways this is a trite answer, but I guess that
it is my way of rationalizing man's constant (or so it seems)
conflict.


---------------------------------------------------------------------"
41994	"
That sounds like an awfully closed minded, intolerant attitude.

1/2  :')     

I'm not a redneck but . . . try a walk in their shoes first.  Stereotypes
are usually of very limited value.  I've seen as many ignorant
self-righteous ""open minded"" new age lovers of the great planet Earth
as I have ignorant ""red necks"".  I don't see a correlation. I don't
believe that the ""redneck"" culture, if you can call it that, is
necessarily inferior or superior to any other.  

I gotta have a beer, I'm making too much sense.  Next thing you know,
I'll be preaching tolerance . . .. and I'm a conservative.

Jack Waters II
DoD#1919"
83839	"
I'd guess this was a garbled report of the NERVA effort to develop a
solid-core fission rocket (the most mundane type of nuclear rocket).
That was the only advanced-propulsion project that was done on a large
enough scale to be likely to attract news attention.  It *could* be any
number of things -- the description given is awfully vague -- but I'd
put a small bet on NERVA."
38674	"
I think this is a little inaccurate, based on Feynman's account of the
software-development process *before* the standdown.  Fred is basically
correct:  no sophisticated tools, just a lot of effort and painstaking
care.  But they got this one right *before* Challenger; Feynman cited
the software people as exemplary compared to the engine people.  (He
also noted that the software people were starting to feel management
pressure to cut corners, but hadn't had to give in to it much yet.)

Among other things, the software people worked very hard to get things
right for the major pre-flight simulations, and considered a failure
during those simulations to be nearly as bad as an in-flight failure.
As a result, the number of major-simulation failures could be counted
on one hand, and the number of in-flight failures was zero.

As Fred mentioned elsewhere, this applies only to the flight software.
Software that runs experiments is typically mostly put together by the
experimenters, and gets nowhere near the same level of Tender Loving Care.
(None of the experimenters could afford it.)"
89316	"    ....

Same thing to me.  Everyday the same dog would chase my bicycle.
The owners thought it was cute.  Even after I got the moto,
the stupid dog would do the same thing.  Then one day, I was
coming home in the opposite lane...the fluff with teeth ran to
get me and played momentum sharing with a 73 Dodge pick.
The owners tried to blame me for driving down street when I did.
I lived in a wierd town.
"
48303	"In a post of 29 April (?), considering disasters as instances of the
judgements of God in history, Andy Byler spoke of

 > the desire of the Jerusalem mob who crucified the Lord that
 > ""His blood be upon us.""

Vera Noyes replied (02 May),

 > I will not comment here for fear of being heavily flamed.

I invite them both (and other interested parties as well) to read my
comments on this verse of Scripture. To obtain them, send the
message GET CHOOSING BARABBAS to LISTSERV@ASUACAD.BITNET or to
LISTSERV@ASUVM.INRE.ASU.EDU. Putting it briefly, I think that the
significance of the demands of the Jerusalem crowd has usually been
greatly misunderstood, both by Christian and by anti-Christian
readers.

 Yours,
 James Kiefer"
82836	"
That is in fact the current version (it only came out in December).


My test movie was created at 320*240 resolution, it wasn't being scaled up.
Scaling was a very CPU-intensive operation with the original QuickTime (1.0);
the current version has optimizations for ratios like 4:1 (160*120 -> 320*240),
but even so, I'm prepared to believe that the performance isn't as good as
with playing back an actual 320*240 movie. I haven't done any numerical
measurements for scaled playback."
48691	"  Bingo.
 Nothing evil at all. There's no actual harm in what they're doing, only
how they represent it.

 -----------------------------------------------------------------
 .sig files are like strings ... every yo-yo's got one."
96765	"
If raw materials where to cost enough that getting them from space would
be cost effective then the entire world economy would colapse long
before the space mines could be built.

  Allen
"
99133	"
I assume, then, that someone at Thiokol put on their ""manager's hat"" and said
that pissing off the customer by delaying shipment of the SRB to look inside
it was a bad idea, regardless of where that tool might have ended up."
42783	"
I was waiting for this. I think your question should be rephrased. The many
verses of the Bible which condem homosexuality (by our beliefs) have been
shoved down the throats of homosexuals for a long time by (well-meaning?)
Christians. The question is how do they interpret these verses. Any discussion
of any issue (this or any other issue) requires a proof of your case as well
as a disproof of the opposing view. We are already familiar with those verses
and many have proven to themselves that these condem homosexual behaviour. We
must now establish reasons for not believing this to be true based on the
interpretation of these scriptures given by someone who has come to grips with
them."
99744	"\input amstex
\documentstyle{amsppt}
\pagewidth{6.5in}
\magnification=1200
\pageheight{7.5in}
\
\title {Letter to the Editor} \endtitle
\author {Matthew L. Fante} \endauthor
\date {April 20, 1993} \enddate
\endtopmatter

pull back the heavens and show you my anger?! ... fear me.''  The 51 day
standoff between federal agents and the Branch Davidians ended on April 19
in what appeared to be a mass suicide by fire.  Now that the multi-million
dollar standoff is over, a few things remain: cleaning up the mess, and
assigning blame.

\

From the onset of the April 19 tear gas attacks by federal agents, President
Clinton already started passing the buck by saying ``Talk to the attorney
general or the FBI... I knew it was going to be done, but the decision was
{\it entirely theirs}.  {\it They} made the tactical decision.'' Enter
Attorney General Janet Reno.  After most of the Branch Davidians died,
Reno said she took ``full responsibility'' for the decision.  ``I approved
the plan'' she said adding that she ``did not advise him [Clinton] as to the
details.''  In fact, she told Clinton that it was ``the best way to go.''
As the fire was roaring through the Branch Davidian's compound Clinton said
that he was ``deeply sadened by the loss of life'' and in the same breath that
``the law enforcement agencies involved in the Waco siege recommended the
course of action pursued today.''  Later he went on to say ``I stand by that
[Reno's] decision.''

\

How did this all begin?  At 0930 on February 28 agents of the Bureau of
Alcohol, Tobacco and Firearms (BATF) launched a full-scale, high-profile
assault on the Branch Davidian's compound.  This raid was much
more than an assault on a group suspected of possessing illegal weapons.  The
assault was a planned media circus used as a propaganda device of the BATF
to show their might and just purpose.

\

At the onset of the ``no-knock'' raid, gaggles of heavily armed BATF agents
made their way inside the compound without identifying themselves or state
that they had a warrant until long after the shooting began.
Silently, the agents made their way to the compound's buildings and started
their ``search'' by charging at the buildings and throwing concussion grenades
and ordering the cult members to come out of the buildings.

\

If unknown persons dressed in black ninja costumes and combat fatigues
were to attack you, throwing grenades and brandishing firearms, would you not
assume that these people are criminals and attempt to defend yourself?  The
tactics employed by the BATF provoked the battle.

\

The initial assualt by the BATF was not successful.  Unfortunately, lives
were lost on both sides.  But, had the assault been a success, the liberal
media would have praised the BATF by showing the footage of BATF agents
carting away a bunch of gun-wielding religious nuts.  Of course, any
violation of the cult's rights would have been overlooked and the media
would proclaim America's fortune in having super-cop organizations like the
BATF that can systematically ``take out'' terroristic groups such as the
Branch Davidians.

\

As far as I can see, the BATF and the FBI dropped the ball - just like
Philadelphia did in the 1985 MOVE crisis which left 11 dead, 250 homeless,
and a city block razed.
It appears that the BATF has adopted the shoot-first tactic of no-knock
raids to execute search warrants.  Don't let the BATF convince you that
the no-knock raid was justified.  No-knock assaults make sense when looking
for, say, drugs that can easily be hidden or disposed of in a few seconds.
The BATF was looking for illegal weapons, not drugs that could be hidden or
flushed down the toilet in a matter of a few seconds.  What ever happened to
``This is the police!  You are surrounded...''?  {\it This policy of no-knock
raids, by federal and local agencies, should be restricted}.  Further, the use
of military firepower against presumed innocent citizens is a very scary idea,
and is why the Davidians were justified in using lethal force to ensure that
their fourth ammendment rights [``the right of the people to be secure in
their persons, houses, papers, and effects, against unreasonable searches
and seizures''] are not denied.

\

\

\

\noindent Matthew L. Fante \newline
\end











-- 
____________________________________________________________________
Matthew Fante
mlf3@Lehigh.EDU             For a good prime call 2^756839 - 1"
43013	"
You probably need an X server running on top of MS DOS.  I use Desqview/X
but any MS-DOS X server should do.

-- "
26968	"Does anyone know if any of Currier and Ives etchings have been digitized for 
use in desktop publishing?  I am particularly interested in their riverboat
scenes.  Does anyone know who can get me (for a fee) a good, digitized river-
boat image?

Thank you,

David Dumas
--
David Dumas
dmd2@Isis.MsState.Edu
"
84917	"
Exsqueeze me?  I saw *your* original post in alt.discrimination.
Your post was cross-posted to three groups.  My followup was cross-posted
to two of those three (omitting soc.motss).

Now, instead of engaging in meta-discussion off the topic, could you answer 
the question posed?  If your statement is so ""beign""(!?), you should have no
trouble politely responding to a polite query."
46435	Which newsgroup discusses graphic design on PCs and macs?
